timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-07T18:38:36,cot_batch_0,93b5deda-08ea-4a50-963d-294c4bf64f6d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,340.28705197500005,0.0040088905327489,1.1780908234626266e-05,42.5,69.02949123854398,10.0,0.004014077568902,0.0065209527167579,0.0009443215844416,0.0114793518701017,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T18:43:23,cot_batch_1,471e2756-cd0c-4658-bda4-a1e5df2483e9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,285.5641944429999,0.0033692872157634,1.1798703343517413e-05,42.5,69.11126616420742,10.0,0.0033682280626652,0.005487229112002,0.0007924075363361,0.0096478647110033,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T18:48:34,cot_batch_2,72c65d1c-a7db-47e2-9678-049a7ea2d5d4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,309.5111432399999,0.0036528586126985,1.1802026170883494e-05,42.5,69.25141823101968,10.0,0.003651058534027,0.005949846704318,0.00085895865775,0.010459863896095,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T18:53:41,cot_batch_3,d1369a5f-ab06-4f32-b1f0-ba0ea5e70650,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,305.1632337440001,0.003601356154162,1.1801409068771243e-05,42.5,69.220574861191,10.0,0.0035994974134215,0.0058660724706319,0.000846818086,0.0103123879700535,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T18:58:02,cot_batch_4,9c5982e3-e046-4a2a-aa1f-f5ed0b0fa932,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,259.66994899,0.0030640467946839,1.1799774315825568e-05,42.5,69.256792206704,10.0,0.0030625320264548,0.0049908253815459,0.00072045944115,0.0087738168491508,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:02:41,cot_batch_5,14a482c0-93a6-4649-b498-01d1da72fcb7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,277.79444633899993,0.0032761261137875,1.1793346328420297e-05,42.5,69.19494370150552,10.0,0.0032762235927687,0.005334119822848,0.0007707569471333,0.00938110036275,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:07:36,cot_batch_6,4f44ac1a-22b5-4a30-bd36-b07200b45492,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,293.51734232299987,0.0034609259168006,1.1791214411419854e-05,42.5,69.1526890798856,10.0,0.0034620670425472,0.0056337283958679,0.0008144742660722,0.0099102697044874,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:12:43,cot_batch_7,2afd6b2d-d8d4-4c7e-971c-b80b676d02a7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,306.3849494980004,0.0036129306464452,1.1792128341698478e-05,42.5,69.18190085234843,10.0,0.0036133685965833,0.005882099983454,0.0008500626421333,0.0103455312221706,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:17:09,cot_batch_8,87b7af45-fa0f-4ab4-b9f6-5b9be720ccb5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,264.48616913199976,0.00311769003176,1.1787724257914192e-05,42.5,69.11062738699108,10.0,0.0031194506864118,0.0050740729481439,0.0007338992032888,0.0089274228378446,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:22:21,cot_batch_9,575fa122-cc48-4936-85e1-e1f85f0af80e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,310.1191960780002,0.0036615892946532,1.1807038522479354e-05,42.5,69.31594444442183,10.0,0.0036577917552409,0.005966514217652,0.0008605579997583,0.0104848639726513,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:27:51,cot_batch_10,76763ab6-2a2e-4563-8c3b-fe6cda0df75f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,328.2886903120002,0.0038753716184065,1.1804767367171316e-05,42.5,69.2869972392415,10.0,0.0038720694699027,0.0063140208845459,0.0009109336405138,0.0110970239949626,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
2025-12-07T19:33:04,cot_batch_11,87edef46-966d-447e-8be3-cdac36180d90,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,312.0295871550002,0.003684104743406,1.180690836723762e-05,42.5,69.31644538664573,10.0,0.0036800877023763,0.0060034759138879,0.0008657727475972,0.0105493363638615,0.0,United States,USA,nevada,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814451,machine,N,1.0,0.0,,
