timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,region,cloud_provider,cloud_region
2025-12-19T07:56:04,react_batch_0,fe161dbf-99a0-42d7-a441-34a0dd91a251,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,351.45464182700005,0.0055622871038188,1.5826472158409664e-05,42.5,68.62309594965116,10.0,0.004146086685027,0.0066934653547679,0.0009754181350388,0.0118149701748339,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:01:34,react_batch_1,4a716d22-e208-42dd-ac2b-ce36e3efa5f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,329.26893024499986,0.0051952869979502,1.5778248479395243e-05,42.5,68.24402935860974,10.0,0.0038837659372965,0.00623795221258,0.0009136994373138,0.0110354175871904,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:07:55,react_batch_2,13f67792-324b-49fe-9624-83a43186428d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,379.484097689,0.0059830230228515,1.5766202218451864e-05,42.5,68.19053913854904,10.0,0.0044754651191333,0.007180304633128,0.0010528943729333,0.0127086641251946,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:14:36,react_batch_3,c684effb-f6c8-41a4-af3c-ba409d211e67,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,398.4590058870001,0.0062746034084209,1.5747174278200144e-05,42.5,68.0162467059605,10.0,0.0046996360067097,0.00752273240707,0.0011056476964472,0.0133280161102269,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:20:08,react_batch_4,8fd3c117-f205-4935-a1c3-147486ca6784,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,330.63692428000013,0.005215127547007,1.577297380915197e-05,42.5,68.24988217134333,10.0,0.00389930276955,0.006260910286502,0.0009173482556499,0.011077561311702,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:25:31,react_batch_5,5d3f9cad-ae0a-4bfd-b7b4-1e92e07e4f18,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,321.822869227,0.0050785930803266,1.578070909791208e-05,42.5,68.26779645335439,10.0,0.0037955194981312,0.006099098490386,0.0008929276117416,0.0107875456002589,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:31:18,react_batch_6,b6f6045c-dd27-450a-9c75-4819e091cc4a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,345.75644602099965,0.0054463396019022,1.5751953910272077e-05,42.5,68.50618861190482,10.0,0.0040773826865993,0.0065320635589799,0.0009592374195111,0.0115686836650904,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:36:45,react_batch_7,92d4f058-e1a0-4af1-a096-c8e5d257c217,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,324.703337896,0.0051076313188345,1.573014725358481e-05,42.5,67.90959138514683,10.0,0.0038289954394145,0.0061194296177619,0.0009008012718,0.0108492263289765,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:41:29,react_batch_8,ae8e5a55-9a25-412d-bfad-ea6d05103f66,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,282.701901681,0.0044541805883458,1.5755750357038393e-05,42.5,68.09354475597166,10.0,0.0033342124108715,0.0053426209407599,0.0007843846370083,0.0094612179886398,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
2025-12-19T08:46:00,react_batch_9,482aba2b-598b-4ee8-985e-dffad51759b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,269.09453843599977,0.0042590954624671,1.5827506151635107e-05,42.5,68.62229492367108,10.0,0.0031739285648756,0.0051262124343,0.0007466926003111,0.0090468335994868,0.0,Singapore,SGP,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,machine,N,1.0,0.0,,,
