task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,react,584,414,998,0
2,react,408,506,914,0
3,react,427,282,709,0
4,react,414,616,1030,0
5,react,502,308,810,0
6,react,439,394,833,0
7,react,404,1024,1428,0
8,react,404,420,824,0
9,react,439,321,760,0
10,react,405,515,920,0
11,react,482,307,789,1
12,react,391,642,1033,1
13,react,414,511,925,1
14,react,395,327,722,1
15,react,401,565,966,1
16,react,438,334,772,1
17,react,389,229,618,1
18,react,654,416,1070,1
19,react,408,345,753,1
20,react,464,268,732,1
21,react,419,450,869,2
22,react,457,396,853,2
23,react,437,551,988,2
24,react,459,332,791,2
25,react,438,602,1040,2
26,react,424,605,1029,2
27,react,407,372,779,2
28,react,440,398,838,2
29,react,471,532,1003,2
30,react,503,326,829,2
31,react,551,553,1104,3
32,react,495,313,808,3
33,react,456,336,792,3
34,react,500,349,849,3
35,react,391,237,628,3
36,react,440,433,873,3
37,react,439,357,796,3
38,react,442,497,939,3
39,react,598,1024,1622,3
40,react,407,485,892,3
41,react,411,390,801,4
42,react,399,474,873,4
43,react,427,352,779,4
44,react,423,389,812,4
45,react,474,434,908,4
46,react,402,315,717,4
47,react,471,315,786,4
48,react,451,323,774,4
49,react,397,447,844,4
50,react,436,496,932,4
51,react,403,276,679,5
52,react,397,352,749,5
53,react,408,332,740,5
54,react,512,485,997,5
55,react,409,423,832,5
56,react,450,311,761,5
57,react,437,456,893,5
58,react,393,350,743,5
59,react,392,389,781,5
60,react,521,486,1007,5
61,react,474,337,811,6
62,react,382,339,721,6
63,react,411,487,898,6
64,react,432,511,943,6
65,react,438,525,963,6
66,react,414,305,719,6
67,react,498,327,825,6
68,react,443,329,772,6
69,react,520,552,1072,6
70,react,468,363,831,6
71,react,517,443,960,7
72,react,397,238,635,7
73,react,396,416,812,7
74,react,580,383,963,7
75,react,416,634,1050,7
76,react,446,397,843,7
77,react,389,247,636,7
78,react,460,290,750,7
79,react,420,363,783,7
80,react,400,316,716,7
81,react,435,512,947,8
82,react,399,252,651,8
83,react,470,288,758,8
84,react,414,313,727,8
85,react,400,300,700,8
86,react,401,244,645,8
87,react,424,481,905,8
88,react,398,421,819,8
89,react,384,272,656,8
90,react,416,411,827,8
91,react,404,346,750,9
92,react,432,250,682,9
93,react,421,324,745,9
94,react,410,404,814,9
95,react,403,454,857,9
96,react,406,345,751,9
97,react,463,455,918,9
98,react,404,347,751,9
99,react,395,361,756,9
100,react,439,379,818,9
101,react,454,620,1074,10
102,react,410,390,800,10
103,react,464,367,831,10
104,react,412,510,922,10
105,react,379,422,801,10
106,react,406,460,866,10
107,react,504,351,855,10
108,react,449,569,1018,10
109,react,425,404,829,10
110,react,474,671,1145,10
111,react,411,566,977,11
112,react,385,244,629,11
113,react,496,708,1204,11
114,react,416,507,923,11
115,react,398,478,876,11
116,react,404,421,825,11
117,react,464,527,991,11
118,react,400,313,713,11
119,react,407,502,909,11
120,react,413,486,899,11
121,react,474,491,965,12
122,react,518,341,859,12
123,react,559,325,884,12
124,react,410,588,998,12
125,react,473,538,1011,12
126,react,425,436,861,12
127,react,445,264,709,12
128,react,428,421,849,12
129,react,569,472,1041,12
130,react,437,419,856,12
131,react,480,366,846,13
132,react,394,352,746,13
133,react,424,399,823,13
134,react,460,481,941,13
135,react,389,394,783,13
136,react,557,450,1007,13
137,react,441,536,977,13
138,react,431,450,881,13
139,react,401,309,710,13
140,react,439,584,1023,13
141,react,486,356,842,14
142,react,420,503,923,14
143,react,403,305,708,14
144,react,431,629,1060,14
145,react,458,386,844,14
146,react,406,350,756,14
147,react,494,418,912,14
148,react,518,383,901,14
149,react,521,553,1074,14
150,react,435,375,810,14
151,react,427,293,720,15
152,react,565,533,1098,15
153,react,421,470,891,15
154,react,399,423,822,15
155,react,466,397,863,15
156,react,414,377,791,15
157,react,408,431,839,15
158,react,461,526,987,15
159,react,594,575,1169,15
160,react,456,360,816,15
161,react,403,591,994,16
162,react,408,255,663,16
163,react,412,473,885,16
164,react,481,306,787,16
165,react,458,333,791,16
166,react,452,485,937,16
167,react,452,564,1016,16
168,react,404,370,774,16
169,react,444,273,717,16
170,react,439,522,961,16
171,react,395,206,601,17
172,react,441,350,791,17
173,react,405,425,830,17
174,react,413,394,807,17
175,react,477,427,904,17
176,react,394,517,911,17
177,react,406,363,769,17
178,react,425,501,926,17
179,react,544,369,913,17
180,react,452,509,961,17
181,react,539,318,857,18
182,react,478,673,1151,18
183,react,448,615,1063,18
184,react,404,458,862,18
185,react,425,492,917,18
186,react,425,453,878,18
187,react,501,438,939,18
188,react,444,1024,1468,18
189,react,534,497,1031,18
190,react,424,378,802,18
191,react,428,292,720,19
192,react,443,299,742,19
193,react,397,391,788,19
194,react,482,306,788,19
195,react,475,486,961,19
196,react,410,543,953,19
197,react,427,453,880,19
198,react,436,425,861,19
199,react,448,370,818,19
200,react,420,398,818,19
201,react,390,385,775,20
202,react,432,390,822,20
203,react,435,288,723,20
204,react,419,283,702,20
205,react,407,365,772,20
206,react,415,317,732,20
207,react,548,356,904,20
208,react,431,414,845,20
209,react,412,566,978,20
210,react,435,565,1000,20
211,react,411,284,695,21
212,react,429,273,702,21
213,react,424,377,801,21
214,react,401,486,887,21
215,react,447,436,883,21
216,react,440,566,1006,21
217,react,429,255,684,21
218,react,424,394,818,21
219,react,463,483,946,21
220,react,407,287,694,21
221,react,408,373,781,22
222,react,424,323,747,22
223,react,566,472,1038,22
