task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,least_to_most,634,548,1182,0
2,least_to_most,458,293,751,0
3,least_to_most,477,363,840,0
4,least_to_most,464,521,985,0
5,least_to_most,552,246,798,0
6,least_to_most,489,413,902,0
7,least_to_most,454,395,849,0
8,least_to_most,454,236,690,0
9,least_to_most,489,334,823,0
10,least_to_most,455,339,794,0
11,least_to_most,532,361,893,1
12,least_to_most,441,482,923,1
13,least_to_most,464,319,783,1
14,least_to_most,445,284,729,1
15,least_to_most,451,353,804,1
16,least_to_most,488,321,809,1
17,least_to_most,439,204,643,1
18,least_to_most,704,277,981,1
19,least_to_most,458,264,722,1
20,least_to_most,514,330,844,1
21,least_to_most,469,453,922,2
22,least_to_most,507,578,1085,2
23,least_to_most,487,510,997,2
24,least_to_most,509,396,905,2
25,least_to_most,488,379,867,2
26,least_to_most,474,319,793,2
27,least_to_most,457,306,763,2
28,least_to_most,490,306,796,2
29,least_to_most,521,354,875,2
30,least_to_most,553,365,918,2
31,least_to_most,601,506,1107,3
32,least_to_most,545,420,965,3
33,least_to_most,506,464,970,3
34,least_to_most,550,414,964,3
35,least_to_most,441,211,652,3
36,least_to_most,490,472,962,3
37,least_to_most,489,305,794,3
38,least_to_most,492,280,772,3
39,least_to_most,648,398,1046,3
40,least_to_most,457,389,846,3
41,least_to_most,461,345,806,4
42,least_to_most,449,313,762,4
43,least_to_most,477,273,750,4
44,least_to_most,473,286,759,4
45,least_to_most,524,311,835,4
46,least_to_most,452,215,667,4
47,least_to_most,521,446,967,4
48,least_to_most,501,420,921,4
49,least_to_most,447,408,855,4
50,least_to_most,486,353,839,4
51,least_to_most,453,371,824,5
52,least_to_most,447,274,721,5
53,least_to_most,458,200,658,5
54,least_to_most,562,474,1036,5
55,least_to_most,459,414,873,5
56,least_to_most,500,1024,1524,5
57,least_to_most,487,343,830,5
58,least_to_most,443,370,813,5
59,least_to_most,442,337,779,5
60,least_to_most,571,553,1124,5
61,least_to_most,524,395,919,6
62,least_to_most,432,283,715,6
63,least_to_most,461,458,919,6
64,least_to_most,482,608,1090,6
65,least_to_most,488,373,861,6
66,least_to_most,464,275,739,6
67,least_to_most,548,225,773,6
68,least_to_most,493,439,932,6
69,least_to_most,570,383,953,6
70,least_to_most,518,437,955,6
71,least_to_most,567,425,992,7
72,least_to_most,447,312,759,7
