task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,cot,448,433,881,0
2,cot,294,201,495,0
3,cot,309,251,560,0
4,cot,295,246,541,0
5,cot,383,183,566,0
6,cot,314,255,569,0
7,cot,288,347,635,0
8,cot,283,228,511,0
9,cot,324,188,512,0
10,cot,288,290,578,0
11,cot,359,307,666,1
12,cot,277,275,552,1
13,cot,294,359,653,1
14,cot,284,201,485,1
15,cot,285,336,621,1
16,cot,313,217,530,1
17,cot,277,141,418,1
18,cot,457,1024,1481,1
19,cot,285,1024,1309,1
20,cot,351,217,568,1
21,cot,296,238,534,2
22,cot,318,312,630,2
23,cot,315,238,553,2
24,cot,338,1024,1362,2
25,cot,316,224,540,2
26,cot,304,334,638,2
27,cot,294,208,502,2
28,cot,323,335,658,2
29,cot,345,410,755,2
30,cot,370,299,669,2
31,cot,402,286,688,3
32,cot,368,280,648,3
33,cot,335,165,500,3
34,cot,377,554,931,3
35,cot,276,181,457,3
36,cot,319,284,603,3
37,cot,318,291,609,3
38,cot,321,1024,1345,3
39,cot,450,1024,1474,3
40,cot,288,280,568,3
41,cot,288,242,530,4
42,cot,287,216,503,4
43,cot,307,233,540,4
44,cot,305,225,530,4
45,cot,349,351,700,4
46,cot,288,366,654,4
47,cot,350,344,694,4
48,cot,329,188,517,4
49,cot,282,344,626,4
50,cot,307,280,587,4
51,cot,288,134,422,5
52,cot,280,228,508,5
53,cot,296,153,449,5
54,cot,373,266,639,5
55,cot,288,247,535,5
56,cot,327,199,526,5
57,cot,313,282,595,5
58,cot,283,207,490,5
59,cot,281,176,457,5
60,cot,384,1024,1408,5
61,cot,351,194,545,6
62,cot,269,1024,1293,6
63,cot,293,264,557,6
64,cot,311,244,555,6
65,cot,311,187,498,6
66,cot,298,183,481,6
67,cot,373,182,555,6
68,cot,324,302,626,6
69,cot,376,1024,1400,6
70,cot,343,251,594,6
71,cot,378,321,699,7
72,cot,288,208,496,7
73,cot,282,297,579,7
74,cot,428,221,649,7
75,cot,296,394,690,7
76,cot,331,202,533,7
77,cot,279,131,410,7
78,cot,345,216,561,7
79,cot,301,144,445,7
80,cot,292,223,515,7
81,cot,313,248,561,8
82,cot,284,203,487,8
83,cot,345,196,541,8
84,cot,299,144,443,8
85,cot,285,149,434,8
86,cot,287,255,542,8
87,cot,305,296,601,8
88,cot,282,313,595,8
89,cot,272,150,422,8
90,cot,296,360,656,8
91,cot,292,298,590,9
92,cot,317,204,521,9
93,cot,303,210,513,9
94,cot,292,235,527,9
95,cot,284,192,476,9
96,cot,294,164,458,9
97,cot,337,292,629,9
98,cot,289,211,500,9
99,cot,279,206,485,9
100,cot,312,1024,1336,9
101,cot,327,253,580,10
102,cot,290,308,598,10
103,cot,337,232,569,10
104,cot,294,353,647,10
105,cot,267,197,464,10
106,cot,287,313,600,10
107,cot,374,251,625,10
108,cot,316,342,658,10
109,cot,310,222,532,10
110,cot,334,398,732,10
111,cot,289,326,615,11
112,cot,275,189,464,11
113,cot,352,228,580,11
114,cot,296,1024,1320,11
115,cot,285,174,459,11
116,cot,283,275,558,11
117,cot,328,1024,1352,11
118,cot,281,151,432,11
119,cot,291,1024,1315,11
120,cot,293,267,560,11
121,cot,352,455,807,12
122,cot,381,225,606,12
123,cot,422,180,602,12
124,cot,288,232,520,12
125,cot,343,274,617,12
126,cot,308,437,745,12
127,cot,322,211,533,12
128,cot,303,153,456,12
129,cot,412,666,1078,12
130,cot,312,230,542,12
131,cot,351,265,616,13
132,cot,280,194,474,13
133,cot,300,427,727,13
134,cot,336,255,591,13
135,cot,277,180,457,13
136,cot,405,185,590,13
137,cot,317,254,571,13
138,cot,307,209,516,13
139,cot,288,218,506,13
140,cot,312,335,647,13
141,cot,342,331,673,14
142,cot,300,472,772,14
143,cot,285,220,505,14
144,cot,314,212,526,14
145,cot,335,517,852,14
146,cot,284,207,491,14
147,cot,364,252,616,14
148,cot,376,318,694,14
149,cot,375,266,641,14
150,cot,318,216,534,14
151,cot,307,263,570,15
152,cot,412,308,720,15
153,cot,309,251,560,15
154,cot,282,309,591,15
155,cot,341,1024,1365,15
156,cot,293,211,504,15
157,cot,291,272,563,15
158,cot,337,386,723,15
159,cot,455,250,705,15
160,cot,342,387,729,15
161,cot,289,245,534,16
162,cot,290,152,442,16
163,cot,296,216,512,16
164,cot,351,203,554,16
165,cot,330,250,580,16
166,cot,329,305,634,16
167,cot,332,185,517,16
168,cot,291,179,470,16
169,cot,325,258,583,16
170,cot,317,435,752,16
171,cot,283,163,446,17
172,cot,321,223,544,17
173,cot,291,1024,1315,17
174,cot,292,262,554,17
175,cot,348,286,634,17
176,cot,276,229,505,17
177,cot,290,182,472,17
178,cot,301,192,493,17
179,cot,390,179,569,17
180,cot,323,273,596,17
181,cot,403,147,550,18
182,cot,339,1024,1363,18
183,cot,325,341,666,18
184,cot,285,259,544,18
185,cot,314,261,575,18
186,cot,301,198,499,18
187,cot,367,400,767,18
188,cot,323,151,474,18
189,cot,400,1024,1424,18
190,cot,307,272,579,18
191,cot,312,154,466,19
192,cot,317,175,492,19
193,cot,280,1024,1304,19
194,cot,351,567,918,19
195,cot,355,362,717,19
196,cot,289,491,780,19
197,cot,310,267,577,19
198,cot,317,235,552,19
199,cot,328,1024,1352,19
200,cot,299,295,594,19
201,cot,275,217,492,20
202,cot,312,226,538,20
203,cot,321,1024,1345,20
204,cot,302,340,642,20
205,cot,288,196,484,20
206,cot,295,204,499,20
207,cot,405,228,633,20
208,cot,305,201,506,20
209,cot,291,309,600,20
210,cot,304,199,503,20
211,cot,295,134,429,21
212,cot,312,201,513,21
213,cot,304,276,580,21
214,cot,283,188,471,21
215,cot,322,355,677,21
216,cot,321,254,575,21
217,cot,309,193,502,21
218,cot,308,243,551,21
219,cot,332,277,609,21
220,cot,287,259,546,21
221,cot,290,319,609,22
222,cot,302,235,537,22
223,cot,428,413,841,22
224,cot,301,1024,1325,22
225,cot,348,262,610,22
226,cot,302,209,511,22
227,cot,321,223,544,22
228,cot,347,293,640,22
229,cot,330,348,678,22
230,cot,280,175,455,22
231,cot,475,307,782,23
232,cot,286,296,582,23
233,cot,298,191,489,23
234,cot,277,131,408,23
235,cot,332,297,629,23
236,cot,362,937,1299,23
237,cot,300,434,734,23
238,cot,294,176,470,23
239,cot,395,313,708,23
240,cot,285,351,636,23
241,cot,304,246,550,24
242,cot,290,189,479,24
243,cot,320,258,578,24
244,cot,299,208,507,24
245,cot,468,414,882,24
246,cot,343,219,562,24
247,cot,429,219,648,24
248,cot,295,242,537,24
249,cot,290,227,517,24
250,cot,301,235,536,24
251,cot,285,263,548,25
252,cot,281,297,578,25
253,cot,297,276,573,25
254,cot,284,375,659,25
255,cot,285,536,821,25
256,cot,329,207,536,25
257,cot,282,221,503,25
258,cot,292,216,508,25
259,cot,319,253,572,25
260,cot,306,171,477,25
261,cot,304,398,702,26
262,cot,282,230,512,26
263,cot,281,394,675,26
264,cot,316,186,502,26
265,cot,281,284,565,26
266,cot,287,136,423,26
267,cot,281,165,446,26
268,cot,284,178,462,26
269,cot,273,181,454,26
270,cot,325,296,621,26
271,cot,318,279,597,27
272,cot,284,258,542,27
273,cot,304,249,553,27
274,cot,295,233,528,27
275,cot,357,403,760,27
276,cot,283,197,480,27
277,cot,288,327,615,27
278,cot,295,302,597,27
279,cot,284,175,459,27
280,cot,321,309,630,27
281,cot,285,320,605,28
282,cot,292,271,563,28
283,cot,330,249,579,28
284,cot,283,462,745,28
285,cot,310,432,742,28
286,cot,372,326,698,28
287,cot,286,162,448,28
288,cot,313,234,547,28
289,cot,373,405,778,28
290,cot,304,228,532,28
291,cot,361,177,538,29
292,cot,275,207,482,29
293,cot,290,222,512,29
294,cot,288,329,617,29
295,cot,302,186,488,29
296,cot,322,272,594,29
297,cot,350,375,725,29
298,cot,296,1024,1320,29
299,cot,309,262,571,29
300,cot,323,154,477,29
301,cot,296,321,617,30
302,cot,339,342,681,30
303,cot,316,201,517,30
304,cot,351,411,762,30
305,cot,302,339,641,30
306,cot,460,429,889,30
307,cot,307,505,812,30
308,cot,297,281,578,30
309,cot,282,251,533,30
310,cot,289,213,502,30
311,cot,348,1024,1372,31
312,cot,295,214,509,31
313,cot,288,251,539,31
314,cot,357,285,642,31
315,cot,451,537,988,31
316,cot,363,251,614,31
317,cot,320,322,642,31
318,cot,333,261,594,31
319,cot,287,291,578,31
320,cot,330,147,477,31
321,cot,323,1024,1347,32
322,cot,299,227,526,32
323,cot,487,366,853,32
324,cot,326,185,511,32
325,cot,339,194,533,32
326,cot,319,273,592,32
327,cot,300,208,508,32
328,cot,285,327,612,32
329,cot,298,234,532,32
330,cot,286,377,663,32
331,cot,320,1024,1344,33
332,cot,311,1024,1335,33
333,cot,282,303,585,33
334,cot,309,1024,1333,33
335,cot,294,207,501,33
336,cot,289,165,454,33
337,cot,306,135,441,33
338,cot,369,309,678,33
339,cot,289,174,463,33
340,cot,291,256,547,33
341,cot,279,309,588,34
342,cot,498,290,788,34
343,cot,311,183,494,34
344,cot,295,257,552,34
345,cot,301,269,570,34
346,cot,320,192,512,34
347,cot,317,232,549,34
348,cot,368,162,530,34
349,cot,313,192,505,34
350,cot,348,271,619,34
351,cot,365,317,682,35
352,cot,306,135,441,35
353,cot,286,323,609,35
354,cot,284,267,551,35
355,cot,359,174,533,35
356,cot,278,210,488,35
357,cot,287,344,631,35
358,cot,295,255,550,35
359,cot,298,259,557,35
360,cot,287,157,444,35
361,cot,284,629,913,36
362,cot,320,249,569,36
363,cot,294,312,606,36
364,cot,386,253,639,36
365,cot,296,254,550,36
366,cot,289,250,539,36
367,cot,407,291,698,36
368,cot,285,223,508,36
369,cot,294,241,535,36
370,cot,288,301,589,36
371,cot,339,357,696,37
372,cot,303,258,561,37
373,cot,282,219,501,37
374,cot,365,1024,1389,37
375,cot,298,229,527,37
376,cot,309,482,791,37
377,cot,313,357,670,37
378,cot,286,214,500,37
379,cot,296,249,545,37
380,cot,319,211,530,37
381,cot,297,427,724,38
382,cot,405,549,954,38
383,cot,340,250,590,38
384,cot,342,279,621,38
385,cot,330,222,552,38
386,cot,367,251,618,38
387,cot,371,310,681,38
388,cot,328,1024,1352,38
389,cot,312,180,492,38
390,cot,282,248,530,38
391,cot,308,227,535,39
392,cot,351,195,546,39
393,cot,308,270,578,39
394,cot,311,181,492,39
395,cot,345,196,541,39
396,cot,307,184,491,39
397,cot,336,298,634,39
398,cot,287,209,496,39
399,cot,304,429,733,39
400,cot,286,275,561,39
401,cot,320,362,682,40
402,cot,351,243,594,40
403,cot,383,269,652,40
404,cot,282,200,482,40
405,cot,295,337,632,40
406,cot,352,176,528,40
407,cot,356,165,521,40
408,cot,403,283,686,40
409,cot,293,304,597,40
410,cot,287,242,529,40
