task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,cot,503,580,1083,0
2,cot,327,453,780,0
3,cot,346,383,729,0
4,cot,333,562,895,0
5,cot,421,332,753,0
6,cot,358,586,944,0
7,cot,323,639,962,0
8,cot,323,423,746,0
9,cot,358,368,726,0
10,cot,324,462,786,0
11,cot,401,290,691,1
12,cot,310,509,819,1
13,cot,333,490,823,1
14,cot,314,359,673,1
15,cot,320,399,719,1
16,cot,357,424,781,1
17,cot,308,270,578,1
18,cot,573,388,961,1
19,cot,327,506,833,1
20,cot,383,367,750,1
21,cot,338,429,767,2
22,cot,376,513,889,2
23,cot,356,603,959,2
24,cot,378,334,712,2
25,cot,357,359,716,2
26,cot,343,532,875,2
27,cot,326,379,705,2
28,cot,359,357,716,2
29,cot,390,432,822,2
30,cot,422,413,835,2
31,cot,470,507,977,3
32,cot,414,350,764,3
33,cot,375,248,623,3
34,cot,419,448,867,3
35,cot,310,248,558,3
36,cot,359,426,785,3
37,cot,358,426,784,3
38,cot,361,478,839,3
39,cot,517,638,1155,3
40,cot,326,530,856,3
41,cot,330,374,704,4
42,cot,318,449,767,4
43,cot,346,213,559,4
44,cot,342,186,528,4
45,cot,393,395,788,4
46,cot,321,349,670,4
47,cot,390,350,740,4
48,cot,370,448,818,4
49,cot,316,453,769,4
50,cot,355,411,766,4
51,cot,322,316,638,5
52,cot,316,313,629,5
53,cot,327,186,513,5
54,cot,431,480,911,5
55,cot,328,453,781,5
56,cot,369,224,593,5
57,cot,356,426,782,5
58,cot,312,374,686,5
59,cot,311,451,762,5
60,cot,440,610,1050,5
61,cot,393,368,761,6
62,cot,301,267,568,6
63,cot,330,378,708,6
64,cot,351,472,823,6
65,cot,357,445,802,6
66,cot,333,315,648,6
67,cot,417,259,676,6
68,cot,362,466,828,6
69,cot,439,512,951,6
70,cot,387,574,961,6
71,cot,436,416,852,7
72,cot,316,334,650,7
73,cot,315,438,753,7
74,cot,499,352,851,7
75,cot,335,718,1053,7
76,cot,365,374,739,7
77,cot,308,527,835,7
78,cot,379,362,741,7
79,cot,339,328,667,7
80,cot,319,368,687,7
81,cot,354,563,917,8
82,cot,318,291,609,8
83,cot,389,290,679,8
84,cot,333,334,667,8
85,cot,319,275,594,8
86,cot,320,238,558,8
87,cot,343,547,890,8
88,cot,317,442,759,8
89,cot,303,344,647,8
90,cot,335,306,641,8
91,cot,323,350,673,9
92,cot,351,385,736,9
93,cot,340,369,709,9
94,cot,329,416,745,9
95,cot,322,408,730,9
96,cot,325,276,601,9
97,cot,382,379,761,9
98,cot,323,434,757,9
99,cot,314,337,651,9
100,cot,358,1024,1382,9
101,cot,373,524,897,10
102,cot,329,343,672,10
103,cot,383,488,871,10
104,cot,331,661,992,10
105,cot,298,418,716,10
106,cot,325,369,694,10
107,cot,423,314,737,10
108,cot,368,535,903,10
109,cot,344,446,790,10
110,cot,393,531,924,10
111,cot,330,475,805,11
112,cot,304,252,556,11
113,cot,415,448,863,11
114,cot,335,514,849,11
115,cot,317,521,838,11
116,cot,323,432,755,11
117,cot,383,448,831,11
118,cot,319,302,621,11
119,cot,326,600,926,11
120,cot,332,399,731,11
121,cot,393,441,834,12
122,cot,437,322,759,12
123,cot,478,373,851,12
124,cot,329,463,792,12
125,cot,392,429,821,12
126,cot,344,258,602,12
127,cot,364,323,687,12
128,cot,347,287,634,12
129,cot,488,418,906,12
130,cot,356,427,783,12
131,cot,399,400,799,13
132,cot,313,286,599,13
133,cot,343,510,853,13
134,cot,379,561,940,13
135,cot,308,422,730,13
136,cot,476,413,889,13
137,cot,360,474,834,13
138,cot,350,381,731,13
139,cot,320,332,652,13
140,cot,358,652,1010,13
141,cot,405,546,951,14
142,cot,339,631,970,14
143,cot,322,251,573,14
144,cot,350,385,735,14
145,cot,377,399,776,14
146,cot,325,431,756,14
147,cot,413,530,943,14
148,cot,437,356,793,14
149,cot,440,548,988,14
150,cot,354,616,970,14
151,cot,346,305,651,15
152,cot,484,551,1035,15
153,cot,340,417,757,15
154,cot,318,530,848,15
155,cot,385,346,731,15
156,cot,333,448,781,15
157,cot,327,389,716,15
158,cot,380,435,815,15
159,cot,513,454,967,15
160,cot,375,380,755,15
161,cot,322,601,923,16
162,cot,327,214,541,16
163,cot,331,336,667,16
164,cot,400,315,715,16
165,cot,377,467,844,16
166,cot,371,602,973,16
167,cot,371,459,830,16
168,cot,323,314,637,16
169,cot,363,353,716,16
170,cot,358,404,762,16
171,cot,314,225,539,17
172,cot,360,317,677,17
173,cot,324,478,802,17
174,cot,332,406,738,17
175,cot,396,454,850,17
176,cot,313,371,684,17
177,cot,325,215,540,17
178,cot,344,464,808,17
179,cot,463,373,836,17
180,cot,371,547,918,17
181,cot,458,419,877,18
182,cot,397,576,973,18
183,cot,367,520,887,18
184,cot,323,478,801,18
185,cot,344,308,652,18
186,cot,344,353,697,18
187,cot,420,362,782,18
188,cot,363,390,753,18
189,cot,453,423,876,18
190,cot,343,267,610,18
191,cot,347,572,919,19
192,cot,362,225,587,19
193,cot,316,443,759,19
194,cot,401,387,788,19
195,cot,394,546,940,19
196,cot,329,676,1005,19
197,cot,346,308,654,19
198,cot,355,343,698,19
199,cot,367,447,814,19
200,cot,339,464,803,19
201,cot,309,318,627,20
202,cot,351,298,649,20
203,cot,354,306,660,20
204,cot,338,347,685,20
205,cot,326,505,831,20
206,cot,334,412,746,20
207,cot,467,386,853,20
208,cot,350,579,929,20
209,cot,331,516,847,20
210,cot,354,375,729,20
211,cot,330,310,640,21
212,cot,348,314,662,21
213,cot,343,317,660,21
214,cot,320,367,687,21
215,cot,366,381,747,21
216,cot,359,436,795,21
217,cot,348,353,701,21
218,cot,343,354,697,21
219,cot,382,570,952,21
220,cot,326,403,729,21
221,cot,327,340,667,22
222,cot,343,391,734,22
223,cot,485,405,890,22
224,cot,335,369,704,22
225,cot,391,501,892,22
226,cot,344,342,686,22
227,cot,364,377,741,22
228,cot,388,480,868,22
229,cot,374,603,977,22
230,cot,315,246,561,22
231,cot,534,444,978,23
232,cot,323,499,822,23
233,cot,327,393,720,23
234,cot,309,295,604,23
235,cot,377,379,756,23
236,cot,409,339,748,23
237,cot,340,554,894,23
238,cot,336,350,686,23
239,cot,461,523,984,23
240,cot,321,822,1143,23
241,cot,339,447,786,24
242,cot,323,298,621,24
243,cot,373,432,805,24
244,cot,333,247,580,24
245,cot,526,383,909,24
246,cot,380,391,771,24
247,cot,487,333,820,24
248,cot,331,325,656,24
249,cot,334,546,880,24
250,cot,334,283,617,24
251,cot,320,390,710,25
252,cot,314,370,684,25
253,cot,336,580,916,25
254,cot,317,528,845,25
255,cot,325,700,1025,25
256,cot,377,324,701,25
257,cot,317,426,743,25
258,cot,334,529,863,25
259,cot,358,461,819,25
260,cot,344,416,760,25
261,cot,340,357,697,26
262,cot,318,535,853,26
263,cot,319,431,750,26
264,cot,363,273,636,26
265,cot,315,576,891,26
266,cot,317,229,546,26
267,cot,314,286,600,26
268,cot,320,245,565,26
269,cot,308,330,638,26
270,cot,373,642,1015,26
271,cot,358,1024,1382,27
