batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
1,pot,4110,3497,7607,411.0,349.7,760.7,606,1438,10,1,10
2,pot,4060,4027,8087,406.0,402.7,808.7,511,1397,10,11,20
3,pot,4113,4693,8806,411.3,469.3,880.6,636,1430,10,21,30
4,pot,4338,4891,9229,433.8,489.1,922.9,648,1487,10,31,40
5,pot,3972,3835,7807,397.2,383.5,780.7,550,1443,10,41,50
6,pot,3989,3723,7712,398.9,372.3,771.2,491,1496,10,51,60
7,pot,4121,3500,7621,412.1,350.0,762.1,545,1488,10,61,70
8,pot,4102,3557,7659,410.2,355.7,765.9,557,1392,10,71,80
9,pot,3836,3536,7372,383.6,353.6,737.2,512,1225,10,81,90
10,pot,3871,3849,7720,387.1,384.9,772.0,553,1431,10,91,100
11,pot,4014,3282,7296,401.4,328.2,729.6,568,890,10,101,110
12,pot,3843,4541,8384,384.3,454.1,838.4,592,1403,10,111,120
13,pot,4311,4287,8598,431.1,428.7,859.8,620,1416,10,121,130
14,pot,4069,2402,6471,406.9,240.2,647.1,546,732,10,131,140
15,pot,4187,4948,9135,418.7,494.8,913.5,602,1493,10,141,150
16,pot,4243,3674,7917,424.3,367.4,791.7,586,1450,10,151,160
17,pot,4026,4050,8076,402.6,405.0,807.6,596,1421,10,161,170
18,pot,3999,5139,9138,399.9,513.9,913.8,548,1435,10,171,180
19,pot,4250,5011,9261,425.0,501.1,926.1,617,1516,10,181,190
20,pot,4036,2569,6605,403.6,256.9,660.5,583,797,10,191,200
21,pot,3974,3064,7038,397.4,306.4,703.8,570,897,10,201,210
22,pot,3957,3108,7065,395.7,310.8,706.5,530,1197,10,211,220
23,pot,4139,3318,7457,413.9,331.8,745.7,582,990,10,221,230
24,pot,4196,2991,7187,419.6,299.1,718.7,496,965,10,231,240
25,pot,4225,3507,7732,422.5,350.7,773.2,561,1411,10,241,250
26,pot,3826,3199,7025,382.6,319.9,702.5,529,845,10,251,260
27,pot,3790,2541,6331,379.0,254.1,633.1,502,794,10,261,270
28,pot,3915,2830,6745,391.5,283.0,674.5,562,847,10,271,280
29,pot,4022,2985,7007,402.2,298.5,700.7,567,998,10,281,290
30,pot,3994,3010,7004,399.4,301.0,700.4,509,932,10,291,300
31,pot,4115,3824,7939,411.5,382.4,793.9,575,1516,10,301,310
32,pot,4262,3828,8090,426.2,382.8,809.0,582,1366,10,311,320
33,pot,4142,3670,7812,414.2,367.0,781.2,593,1186,10,321,330
34,pot,3950,3616,7566,395.0,361.6,756.6,498,1432,10,331,340
35,pot,4232,4063,8295,423.2,406.3,829.5,586,1610,10,341,350
36,pot,3915,2797,6712,391.5,279.7,671.2,624,749,10,351,360
37,pot,4033,3978,8011,403.3,397.8,801.1,524,1432,10,361,370
38,pot,3986,5820,9806,398.6,582.0,980.6,600,1477,10,371,380
39,pot,4266,4416,8682,426.6,441.6,868.2,567,1517,10,381,390
40,pot,4019,4545,8564,401.9,454.5,856.4,598,1414,10,391,400
41,pot,4204,3660,7864,420.4,366.0,786.4,612,1470,10,401,410
42,pot,3983,2631,6614,398.3,263.1,661.4,561,782,10,411,420
43,pot,4174,3857,8031,417.4,385.7,803.1,591,1414,10,421,430
44,pot,3898,2530,6428,389.8,253.0,642.8,556,748,10,431,440
45,pot,3971,3419,7390,397.1,341.9,739.0,506,1138,10,441,450
46,pot,3960,3159,7119,396.0,315.9,711.9,527,1401,10,451,460
47,pot,4385,3003,7388,438.5,300.3,738.8,558,1047,10,461,470
48,pot,3823,2788,6611,382.3,278.8,661.1,509,805,10,471,480
49,pot,4236,4287,8523,423.6,428.7,852.3,706,1147,10,481,490
50,pot,4287,2545,6832,428.7,254.5,683.2,522,1179,10,491,500
51,pot,4211,3265,7476,421.1,326.5,747.6,496,1049,10,501,510
52,pot,4230,3251,7481,423.0,325.1,748.1,556,1034,10,511,520
53,pot,4354,4438,8792,435.4,443.8,879.2,643,1571,10,521,530
54,pot,4033,3316,7349,403.3,331.6,734.9,581,1019,10,531,540
55,pot,4287,3191,7478,428.7,319.1,747.8,520,990,10,541,550
56,pot,3908,3494,7402,390.8,349.4,740.2,544,1451,10,551,560
57,pot,3791,3958,7749,379.1,395.8,774.9,506,1379,10,561,570
58,pot,4147,3232,7379,414.7,323.2,737.9,595,935,10,571,580
59,pot,3825,2979,6804,382.5,297.9,680.4,502,888,10,581,590
60,pot,4162,2901,7063,416.2,290.1,706.3,581,1078,10,591,600
61,pot,4090,3242,7332,409.0,324.2,733.2,550,1419,10,601,610
62,pot,3923,4001,7924,392.3,400.1,792.4,638,1481,10,611,620
63,pot,4161,3422,7583,416.1,342.2,758.3,506,1463,10,621,630
64,pot,3961,3955,7916,396.1,395.5,791.6,566,1408,10,631,640
65,pot,3929,3853,7782,392.9,385.3,778.2,551,1407,10,641,650
66,pot,3999,3349,7348,399.9,334.9,734.8,559,926,10,651,660
67,pot,4173,3744,7917,417.3,374.4,791.7,646,1013,10,661,670
68,pot,3888,5114,9002,388.8,511.4,900.2,566,1492,10,671,680
69,pot,4160,3959,8119,416.0,395.9,811.9,576,1471,10,681,690
70,pot,3922,4978,8900,392.2,497.8,890.0,601,1455,10,691,700
71,pot,4091,3534,7625,409.1,353.4,762.5,556,1273,10,701,710
72,pot,4075,2685,6760,407.5,268.5,676.0,488,893,10,711,720
73,pot,3946,3939,7885,394.6,393.9,788.5,565,1427,10,721,730
74,pot,4021,4346,8367,402.1,434.6,836.7,558,1467,10,731,740
75,pot,4032,3028,7060,403.2,302.8,706.0,532,1202,10,741,750
76,pot,4100,3326,7426,410.0,332.6,742.6,566,1426,10,751,760
77,pot,4019,3139,7158,401.9,313.9,715.8,566,1443,10,761,770
78,pot,4137,3881,8018,413.7,388.1,801.8,603,1525,10,771,780
79,pot,4093,3977,8070,409.3,397.7,807.0,563,1412,10,781,790
80,pot,3874,2720,6594,387.4,272.0,659.4,544,794,10,791,800
81,pot,3924,3762,7686,392.4,376.2,768.6,613,1410,10,801,810
82,pot,3955,3067,7022,395.5,306.7,702.2,510,1409,10,811,820
83,pot,4134,3320,7454,413.4,332.0,745.4,678,925,10,821,830
84,pot,4308,2516,6824,430.8,251.6,682.4,590,811,10,831,840
85,pot,4236,4280,8516,423.6,428.0,851.6,642,1477,10,841,850
86,pot,4109,3983,8092,410.9,398.3,809.2,580,1417,10,851,860
87,pot,4043,3306,7349,404.3,330.6,734.9,620,960,10,861,870
88,pot,3928,4275,8203,392.8,427.5,820.3,596,1439,10,871,880
89,pot,4002,3398,7400,400.2,339.8,740.0,540,1290,10,881,890
90,pot,3927,3773,7700,392.7,377.3,770.0,542,1418,10,891,900
91,pot,3981,3458,7439,398.1,345.8,743.9,536,1406,10,901,910
92,pot,4197,3583,7780,419.7,358.3,778.0,605,1289,10,911,920
93,pot,4148,2920,7068,414.8,292.0,706.8,598,846,10,921,930
94,pot,4249,4508,8757,424.9,450.8,875.7,648,1585,10,931,940
95,pot,4002,4276,8278,400.2,427.6,827.8,562,1412,10,941,950
96,pot,4078,2883,6961,407.8,288.3,696.1,563,941,10,951,960
97,pot,4051,3206,7257,405.1,320.6,725.7,530,1404,10,961,970
98,pot,1706,2582,4288,426.5,645.5,1072.0,652,1393,4,971,974
