task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,pot,534,365,899,0
2,pot,380,301,681,0
3,pot,397,291,688,0
4,pot,385,262,647,0
5,pot,471,135,606,0
6,pot,408,295,703,0
7,pot,376,268,644,0
8,pot,369,244,613,0
9,pot,414,1024,1438,0
10,pot,376,312,688,0
11,pot,447,315,762,1
12,pot,363,451,814,1
13,pot,380,296,676,1
14,pot,372,219,591,1
15,pot,373,1024,1397,1
16,pot,403,247,650,1
17,pot,365,146,511,1
18,pot,545,852,1397,1
19,pot,371,227,598,1
20,pot,441,250,691,1
21,pot,384,268,652,2
22,pot,406,1024,1430,2
23,pot,403,496,899,2
24,pot,426,210,636,2
25,pot,402,1024,1426,2
26,pot,392,370,762,2
27,pot,378,435,813,2
28,pot,413,224,637,2
29,pot,439,320,759,2
30,pot,470,322,792,2
31,pot,486,394,880,3
32,pot,460,968,1428,3
33,pot,425,223,648,3
34,pot,463,1024,1487,3
35,pot,364,292,656,3
36,pot,411,248,659,3
37,pot,408,294,702,3
38,pot,409,265,674,3
39,pot,538,709,1247,3
40,pot,374,474,848,3
41,pot,376,271,647,4
42,pot,375,288,663,4
43,pot,393,157,550,4
44,pot,393,159,552,4
45,pot,437,242,679,4
46,pot,376,247,623,4
47,pot,440,782,1222,4
48,pot,419,1024,1443,4
49,pot,368,291,659,4
50,pot,395,374,769,4
51,pot,376,115,491,5
52,pot,370,215,585,5
53,pot,384,200,584,5
54,pot,459,542,1001,5
55,pot,374,342,716,5
56,pot,411,495,906,5
57,pot,401,477,878,5
58,pot,373,183,556,5
59,pot,369,130,499,5
60,pot,472,1024,1496,5
61,pot,439,283,722,6
62,pot,355,190,545,6
63,pot,379,256,635,6
64,pot,397,313,710,6
65,pot,399,215,614,6
66,pot,384,239,623,6
67,pot,459,132,591,6
68,pot,416,387,803,6
69,pot,464,1024,1488,6
70,pot,429,461,890,6
71,pot,464,363,827,7
72,pot,376,230,606,7
73,pot,368,1024,1392,7
74,pot,516,371,887,7
75,pot,382,297,679,7
76,pot,419,272,691,7
77,pot,367,190,557,7
78,pot,441,415,856,7
79,pot,387,218,605,7
80,pot,382,177,559,7
81,pot,399,445,844,8
82,pot,370,177,547,8
83,pot,431,171,602,8
84,pot,383,842,1225,8
85,pot,373,198,571,8
86,pot,377,225,602,8
87,pot,395,519,914,8
88,pot,368,267,635,8
89,pot,358,154,512,8
90,pot,382,538,920,8
91,pot,380,1024,1404,9
92,pot,407,1024,1431,9
93,pot,387,183,570,9
94,pot,378,222,600,9
95,pot,372,206,578,9
96,pot,378,175,553,9
97,pot,423,313,736,9
98,pot,375,244,619,9
99,pot,367,303,670,9
100,pot,404,155,559,9
101,pot,415,298,713,10
102,pot,380,268,648,10
103,pot,425,239,664,10
104,pot,382,372,754,10
105,pot,351,217,568,10
106,pot,373,386,759,10
107,pot,464,229,693,10
108,pot,404,486,890,10
109,pot,400,399,799,10
110,pot,420,388,808,10
111,pot,379,1024,1403,11
112,pot,359,233,592,11
113,pot,438,280,718,11
114,pot,382,265,647,11
115,pot,373,238,611,11
116,pot,371,1024,1395,11
117,pot,416,742,1158,11
118,pot,369,244,613,11
119,pot,375,241,616,11
120,pot,381,250,631,11
121,pot,440,387,827,12
122,pot,467,176,643,12
123,pot,512,205,717,12
124,pot,374,348,722,12
125,pot,429,476,905,12
126,pot,392,1024,1416,12
127,pot,408,212,620,12
128,pot,389,718,1107,12
129,pot,500,395,895,12
130,pot,400,346,746,12
131,pot,441,291,732,13
132,pot,366,180,546,13
133,pot,392,247,639,13
134,pot,422,291,713,13
135,pot,365,190,555,13
136,pot,495,198,693,13
137,pot,403,271,674,13
138,pot,405,215,620,13
139,pot,380,216,596,13
140,pot,400,303,703,13
141,pot,430,311,741,14
142,pot,388,285,673,14
143,pot,371,262,633,14
144,pot,402,1024,1426,14
145,pot,427,263,690,14
146,pot,372,1024,1396,14
147,pot,452,314,766,14
148,pot,468,247,715,14
149,pot,469,1024,1493,14
150,pot,408,194,602,14
151,pot,397,217,614,15
152,pot,498,333,831,15
153,pot,399,357,756,15
154,pot,368,398,766,15
155,pot,431,216,647,15
156,pot,381,205,586,15
157,pot,377,377,754,15
158,pot,425,276,701,15
159,pot,541,271,812,15
160,pot,426,1024,1450,15
161,pot,375,469,844,16
162,pot,376,322,698,16
163,pot,382,254,636,16
164,pot,437,200,637,16
165,pot,418,631,1049,16
166,pot,419,1002,1421,16
167,pot,426,443,869,16
168,pot,375,222,597,16
169,pot,413,183,596,16
170,pot,405,324,729,16
171,pot,373,200,573,17
172,pot,411,277,688,17
173,pot,381,583,964,17
174,pot,380,309,689,17
175,pot,440,315,755,17
176,pot,362,1024,1386,17
177,pot,374,174,548,17
178,pot,387,1024,1411,17
179,pot,480,209,689,17
180,pot,411,1024,1435,17
181,pot,489,334,823,18
182,pot,425,281,706,18
183,pot,411,270,681,18
184,pot,373,244,617,18
185,pot,404,292,696,18
186,pot,387,868,1255,18
187,pot,457,373,830,18
188,pot,411,1024,1435,18
189,pot,492,1024,1516,18
190,pot,401,301,702,18
191,pot,400,183,583,19
192,pot,403,214,617,19
193,pot,366,284,650,19
194,pot,443,222,665,19
195,pot,439,256,695,19
196,pot,375,298,673,19
197,pot,400,397,797,19
198,pot,403,205,608,19
199,pot,422,241,663,19
200,pot,385,269,654,19
201,pot,361,317,678,20
202,pot,398,250,648,20
203,pot,411,243,654,20
204,pot,386,184,570,20
205,pot,374,298,672,20
206,pot,381,322,703,20
207,pot,501,311,812,20
208,pot,391,254,645,20
209,pot,377,382,759,20
210,pot,394,503,897,20
211,pot,381,149,530,21
212,pot,404,198,602,21
213,pot,390,243,633,21
214,pot,371,238,609,21
215,pot,408,789,1197,21
216,pot,409,412,821,21
217,pot,399,264,663,21
218,pot,398,265,663,21
219,pot,420,292,712,21
220,pot,377,258,635,21
221,pot,376,294,670,22
222,pot,388,194,582,22
223,pot,514,476,990,22
224,pot,391,370,761,22
225,pot,434,437,871,22
226,pot,390,194,584,22
227,pot,409,290,699,22
228,pot,451,401,852,22
229,pot,420,441,861,22
230,pot,366,221,587,22
231,pot,561,288,849,23
232,pot,374,273,647,23
233,pot,392,229,621,23
234,pot,363,133,496,23
235,pot,422,199,621,23
236,pot,452,233,685,23
237,pot,390,389,779,23
238,pot,384,268,652,23
239,pot,487,478,965,23
240,pot,371,501,872,23
241,pot,394,327,721,24
242,pot,378,183,561,24
243,pot,410,368,778,24
244,pot,391,297,688,24
245,pot,554,254,808,24
246,pot,439,234,673,24
247,pot,515,185,700,24
248,pot,381,212,593,24
249,pot,376,423,799,24
250,pot,387,1024,1411,24
251,pot,371,474,845,25
252,pot,365,471,836,25
253,pot,383,379,762,25
254,pot,372,408,780,25
255,pot,371,303,674,25
256,pot,419,170,589,25
257,pot,368,161,529,25
258,pot,378,260,638,25
259,pot,405,395,800,25
260,pot,394,178,572,25
261,pot,390,330,720,26
262,pot,370,309,679,26
263,pot,367,427,794,26
264,pot,402,250,652,26
265,pot,367,289,656,26
266,pot,377,206,583,26
267,pot,369,166,535,26
268,pot,372,160,532,26
269,pot,359,143,502,26
270,pot,417,261,678,26
271,pot,410,156,566,27
272,pot,370,290,660,27
273,pot,392,327,719,27
274,pot,391,224,615,27
275,pot,443,346,789,27
276,pot,371,213,584,27
277,pot,374,369,743,27
278,pot,383,277,660,27
279,pot,374,188,562,27
280,pot,407,440,847,27
281,pot,371,299,670,28
282,pot,378,251,629,28
283,pot,414,171,585,28
284,pot,369,629,998,28
285,pot,400,172,572,28
286,pot,466,351,817,28
287,pot,374,193,567,28
288,pot,399,352,751,28
289,pot,461,304,765,28
290,pot,390,263,653,28
291,pot,453,228,681,29
292,pot,359,150,509,29
293,pot,380,166,546,29
294,pot,374,225,599,29
295,pot,388,525,913,29
296,pot,412,388,800,29
297,pot,436,284,720,29
298,pot,384,548,932,29
299,pot,397,285,682,29
300,pot,411,211,622,29
301,pot,382,325,707,30
302,pot,429,219,648,30
303,pot,400,415,815,30
304,pot,437,492,929,30
305,pot,390,254,644,30
306,pot,554,962,1516,30
307,pot,397,359,756,30
308,pot,383,307,690,30
309,pot,366,209,575,30
310,pot,377,282,659,30
311,pot,440,926,1366,31
312,pot,383,199,582,31
313,pot,376,210,586,31
314,pot,449,449,898,31
315,pot,545,458,1003,31
316,pot,453,289,742,31
317,pot,406,332,738,31
318,pot,419,260,679,31
319,pot,375,276,651,31
320,pot,416,429,845,31
321,pot,411,182,593,32
322,pot,385,335,720,32
323,pot,575,442,1017,32
324,pot,416,337,753,32
325,pot,429,391,820,32
326,pot,407,345,752,32
327,pot,392,230,622,32
328,pot,371,351,722,32
329,pot,384,243,627,32
330,pot,372,814,1186,32
331,pot,408,1024,1432,33
332,pot,397,411,808,33
333,pot,366,329,695,33
334,pot,397,450,847,33
335,pot,380,293,673,33
336,pot,377,121,498,33
337,pot,394,183,577,33
338,pot,469,342,811,33
339,pot,379,185,564,33
340,pot,383,278,661,33
341,pot,367,248,615,34
342,pot,586,1024,1610,34
343,pot,399,360,759,34
344,pot,387,256,643,34
345,pot,395,287,682,34
346,pot,406,203,609,34
347,pot,405,268,673,34
348,pot,456,1024,1480,34
349,pot,397,189,586,34
350,pot,434,204,638,34
351,pot,451,264,715,35
352,pot,394,230,624,35
353,pot,372,377,749,35
354,pot,370,272,642,35
355,pot,447,252,699,35
356,pot,364,270,634,35
357,pot,373,369,742,35
358,pot,383,244,627,35
359,pot,386,255,641,35
360,pot,375,264,639,35
361,pot,370,319,689,36
362,pot,408,1024,1432,36
363,pot,382,361,743,36
364,pot,482,719,1201,36
365,pot,384,195,579,36
366,pot,377,246,623,36
367,pot,497,442,939,36
368,pot,371,153,524,36
369,pot,388,228,616,36
370,pot,374,291,665,36
371,pot,425,414,839,37
372,pot,391,308,699,37
373,pot,372,228,600,37
374,pot,453,1024,1477,37
375,pot,384,1024,1408,37
376,pot,397,413,810,37
377,pot,399,755,1154,37
378,pot,372,1024,1396,37
379,pot,388,242,630,37
380,pot,405,388,793,37
381,pot,387,382,769,38
382,pot,493,1024,1517,38
383,pot,430,216,646,38
384,pot,434,342,776,38
385,pot,420,198,618,38
386,pot,453,1024,1477,38
387,pot,459,273,732,38
388,pot,422,541,963,38
389,pot,400,167,567,38
390,pot,368,249,617,38
391,pot,396,522,918,39
392,pot,439,159,598,39
393,pot,396,298,694,39
394,pot,399,316,715,39
395,pot,437,284,721,39
396,pot,393,288,681,39
397,pot,422,345,767,39
398,pot,375,285,660,39
399,pot,390,1024,1414,39
400,pot,372,1024,1396,39
401,pot,408,347,755,40
402,pot,441,230,671,40
403,pot,471,274,745,40
404,pot,366,250,616,40
405,pot,385,301,686,40
406,pot,440,219,659,40
407,pot,446,1024,1470,40
408,pot,493,457,950,40
409,pot,381,319,700,40
410,pot,373,239,612,40
411,pot,379,268,647,41
412,pot,375,283,658,41
413,pot,375,301,676,41
414,pot,426,356,782,41
415,pot,448,262,710,41
416,pot,429,161,590,41
417,pot,407,304,711,41
418,pot,370,227,597,41
419,pot,381,301,682,41
420,pot,393,168,561,41
421,pot,394,352,746,42
422,pot,410,287,697,42
423,pot,584,410,994,42
424,pot,379,212,591,42
425,pot,399,357,756,42
426,pot,376,233,609,42
427,pot,397,373,770,42
428,pot,447,280,727,42
429,pot,390,1024,1414,42
430,pot,398,329,727,42
431,pot,388,242,630,43
432,pot,387,266,653,43
433,pot,398,350,748,43
434,pot,393,163,556,43
435,pot,364,197,561,43
436,pot,376,228,604,43
437,pot,398,221,619,43
438,pot,432,272,704,43
439,pot,371,327,698,43
440,pot,391,264,655,43
441,pot,369,137,506,44
442,pot,403,308,711,44
443,pot,385,206,591,44
444,pot,389,749,1138,44
445,pot,408,540,948,44
446,pot,399,325,724,44
447,pot,369,242,611,44
448,pot,457,134,591,44
449,pot,419,361,780,44
450,pot,373,417,790,44
451,pot,377,1024,1401,45
452,pot,384,290,674,45
453,pot,526,372,898,45
454,pot,400,241,641,45
455,pot,422,242,664,45
456,pot,374,191,565,45
457,pot,370,218,588,45
458,pot,360,197,557,45
459,pot,389,215,604,45
460,pot,358,169,527,45
461,pot,393,246,639,46
462,pot,399,328,727,46
463,pot,563,304,867,46
464,pot,370,332,702,46
465,pot,380,353,733,46
466,pot,502,255,757,46
467,pot,440,183,623,46
468,pot,447,288,735,46
469,pot,505,542,1047,46
470,pot,386,172,558,46
471,pot,397,371,768,47
472,pot,372,433,805,47
473,pot,391,263,654,47
474,pot,369,334,703,47
475,pot,373,304,677,47
476,pot,363,169,532,47
477,pot,356,153,509,47
478,pot,380,204,584,47
479,pot,379,203,582,47
480,pot,443,354,797,47
481,pot,434,420,854,48
482,pot,386,320,706,48
483,pot,429,337,766,48
484,pot,385,518,903,48
485,pot,496,279,775,48
486,pot,448,308,756,48
487,pot,435,406,841,48
488,pot,393,512,905,48
489,pot,429,441,870,48
490,pot,401,746,1147,48
491,pot,378,299,677,49
492,pot,436,273,709,49
493,pot,781,398,1179,49
494,pot,383,210,593,49
495,pot,384,195,579,49
496,pot,385,314,699,49
497,pot,394,252,646,49
498,pot,411,234,645,49
499,pot,360,162,522,49
500,pot,375,208,583,49
501,pot,475,516,991,50
502,pot,357,139,496,50
503,pot,385,291,676,50
504,pot,392,177,569,50
505,pot,403,334,737,50
506,pot,491,237,728,50
507,pot,384,441,825,50
508,pot,409,240,649,50
509,pot,425,624,1049,50
510,pot,490,266,756,50
511,pot,417,475,892,51
512,pot,436,372,808,51
513,pot,378,301,679,51
514,pot,366,199,565,51
515,pot,498,375,873,51
516,pot,467,336,803,51
517,pot,385,236,621,51
518,pot,369,187,556,51
519,pot,398,252,650,51
520,pot,516,518,1034,51
521,pot,392,272,664,52
522,pot,547,1024,1571,52
523,pot,498,344,842,52
524,pot,494,1024,1518,52
525,pot,377,266,643,52
526,pot,407,259,666,52
527,pot,409,325,734,52
528,pot,390,321,711,52
529,pot,437,290,727,52
530,pot,403,313,716,52
531,pot,456,255,711,53
532,pot,448,345,793,53
533,pot,389,630,1019,53
534,pot,378,249,627,53
535,pot,380,201,581,53
536,pot,357,279,636,53
537,pot,397,263,660,53
538,pot,382,271,653,53
539,pot,394,335,729,53
540,pot,452,488,940,53
541,pot,473,184,657,54
542,pot,365,155,520,54
543,pot,394,275,669,54
544,pot,374,279,653,54
545,pot,471,330,801,54
546,pot,405,294,699,54
547,pot,415,543,958,54
548,pot,485,505,990,54
549,pot,414,179,593,54
550,pot,491,447,938,54
551,pot,371,363,734,55
552,pot,411,201,612,55
