task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,react,516,368,884,0
2,react,362,294,656,0
3,react,377,1024,1401,0
4,react,363,350,713,0
5,react,451,183,634,0
6,react,382,188,570,0
7,react,356,325,681,0
8,react,351,182,533,0
9,react,392,212,604,0
10,react,356,218,574,0
11,react,427,260,687,1
12,react,345,321,666,1
13,react,362,273,635,1
14,react,352,257,609,1
15,react,353,278,631,1
16,react,381,1024,1405,1
17,react,345,141,486,1
18,react,525,355,880,1
19,react,353,191,544,1
20,react,419,213,632,1
21,react,364,228,592,2
22,react,386,309,695,2
23,react,383,270,653,2
24,react,406,219,625,2
25,react,384,407,791,2
26,react,372,371,743,2
27,react,362,264,626,2
28,react,391,172,563,2
29,react,413,275,688,2
30,react,438,310,748,2
31,react,470,370,840,3
32,react,436,1024,1460,3
33,react,403,202,605,3
34,react,445,546,991,3
35,react,344,135,479,3
36,react,387,250,637,3
37,react,386,340,726,3
38,react,389,185,574,3
39,react,518,1024,1542,3
40,react,356,265,621,3
41,react,356,291,647,4
42,react,355,196,551,4
43,react,375,132,507,4
44,react,373,224,597,4
45,react,417,181,598,4
46,react,356,253,609,4
47,react,418,206,624,4
48,react,397,187,584,4
49,react,350,283,633,4
50,react,375,308,683,4
51,react,356,147,503,5
52,react,348,223,571,5
53,react,364,154,518,5
54,react,441,320,761,5
55,react,356,336,692,5
56,react,395,219,614,5
57,react,381,243,624,5
58,react,351,210,561,5
59,react,349,166,515,5
60,react,452,1024,1476,5
61,react,419,171,590,6
62,react,337,193,530,6
63,react,361,198,559,6
64,react,379,330,709,6
65,react,379,209,588,6
66,react,366,180,546,6
67,react,441,203,644,6
68,react,392,236,628,6
69,react,444,1024,1468,6
70,react,411,252,663,6
71,react,446,343,789,7
72,react,356,157,513,7
73,react,350,396,746,7
74,react,496,278,774,7
75,react,364,354,718,7
76,react,399,265,664,7
77,react,347,118,465,7
78,react,413,248,661,7
79,react,369,243,612,7
80,react,360,167,527,7
81,react,381,303,684,8
82,react,352,174,526,8
83,react,413,1024,1437,8
84,react,367,166,533,8
85,react,353,147,500,8
