task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,react,614,398,1012,0
2,react,436,473,909,0
3,react,451,364,815,0
4,react,442,587,1029,0
5,react,536,276,812,0
6,react,463,624,1087,0
7,react,428,642,1070,0
8,react,428,424,852,0
9,react,465,758,1223,0
10,react,429,422,851,0
11,react,508,582,1090,1
12,react,415,513,928,1
13,react,442,469,911,1
14,react,419,335,754,1
15,react,426,553,979,1
16,react,470,449,919,1
17,react,415,349,764,1
18,react,694,501,1195,1
19,react,435,424,859,1
20,react,501,309,810,1
21,react,447,408,855,2
22,react,486,457,943,2
23,react,461,724,1185,2
24,react,487,523,1010,2
25,react,463,487,950,2
26,react,450,513,963,2
27,react,432,496,928,2
28,react,479,426,905,2
29,react,499,592,1091,2
30,react,533,440,973,2
31,react,578,647,1225,3
32,react,528,387,915,3
33,react,480,1024,1504,3
34,react,524,477,1001,3
35,react,415,324,739,3
36,react,467,462,929,3
37,react,467,776,1243,3
38,react,466,469,935,3
39,react,624,564,1188,3
40,react,436,452,888,3
41,react,438,376,814,4
42,react,423,781,1204,4
43,react,454,820,1274,4
44,react,450,444,894,4
45,react,508,569,1077,4
46,react,429,422,851,4
47,react,498,528,1026,4
48,react,475,392,867,4
49,react,421,426,847,4
50,react,460,423,883,4
51,react,431,377,808,5
52,react,421,350,771,5
53,react,437,512,949,5
54,react,540,586,1126,5
55,react,433,458,891,5
56,react,474,382,856,5
57,react,461,462,923,5
58,react,417,460,877,5
59,react,417,412,829,5
60,react,559,791,1350,5
61,react,498,404,902,6
62,react,406,524,930,6
63,react,438,716,1154,6
64,react,460,524,984,6
65,react,472,451,923,6
66,react,438,353,791,6
67,react,522,270,792,6
68,react,467,451,918,6
69,react,570,552,1122,6
70,react,494,486,980,6
71,react,549,589,1138,7
72,react,424,357,781,7
73,react,420,906,1326,7
74,react,614,431,1045,7
75,react,440,583,1023,7
76,react,473,438,911,7
77,react,413,366,779,7
78,react,487,336,823,7
79,react,444,426,870,7
80,react,431,390,821,7
81,react,465,421,886,8
82,react,426,336,762,8
83,react,499,502,1001,8
84,react,442,402,844,8
85,react,427,334,761,8
86,react,425,337,762,8
87,react,450,602,1052,8
88,react,427,377,804,8
89,react,408,306,714,8
90,react,440,443,883,8
91,react,428,535,963,9
92,react,464,431,895,9
93,react,451,420,871,9
94,react,439,480,919,9
95,react,428,506,934,9
96,react,433,398,831,9
97,react,487,642,1129,9
98,react,433,383,816,9
99,react,419,487,906,9
100,react,464,577,1041,9
101,react,478,571,1049,10
102,react,439,556,995,10
103,react,494,446,940,10
104,react,437,509,946,10
105,react,403,517,920,10
106,react,432,415,847,10
107,react,537,583,1120,10
108,react,479,660,1139,10
109,react,449,1024,1473,10
110,react,498,1024,1522,10
111,react,436,544,980,11
112,react,416,433,849,11
113,react,520,414,934,11
114,react,442,591,1033,11
115,react,422,408,830,11
116,react,428,570,998,11
117,react,490,527,1017,11
118,react,427,547,974,11
119,react,434,545,979,11
120,react,437,406,843,11
121,react,498,542,1040,12
122,react,564,355,919,12
