task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,least_to_most,557,436,993,0
2,least_to_most,403,229,632,0
3,least_to_most,418,258,676,0
4,least_to_most,404,240,644,0
5,least_to_most,492,206,698,0
6,least_to_most,423,227,650,0
7,least_to_most,397,367,764,0
8,least_to_most,392,186,578,0
9,least_to_most,433,335,768,0
10,least_to_most,397,327,724,0
11,least_to_most,468,220,688,1
12,least_to_most,386,381,767,1
13,least_to_most,403,1024,1427,1
14,least_to_most,393,211,604,1
15,least_to_most,394,269,663,1
16,least_to_most,422,330,752,1
17,least_to_most,386,151,537,1
18,least_to_most,566,269,835,1
19,least_to_most,394,227,621,1
20,least_to_most,460,202,662,1
21,least_to_most,405,221,626,2
22,least_to_most,427,309,736,2
23,least_to_most,424,246,670,2
24,least_to_most,447,292,739,2
25,least_to_most,425,377,802,2
26,least_to_most,413,214,627,2
27,least_to_most,403,287,690,2
28,least_to_most,432,586,1018,2
29,least_to_most,454,311,765,2
30,least_to_most,479,235,714,2
31,least_to_most,511,287,798,3
32,least_to_most,477,459,936,3
33,least_to_most,444,202,646,3
34,least_to_most,486,314,800,3
35,least_to_most,385,176,561,3
36,least_to_most,428,239,667,3
37,least_to_most,427,342,769,3
38,least_to_most,430,277,707,3
39,least_to_most,559,494,1053,3
40,least_to_most,397,286,683,3
41,least_to_most,397,250,647,4
42,least_to_most,396,361,757,4
43,least_to_most,416,160,576,4
44,least_to_most,414,181,595,4
45,least_to_most,458,263,721,4
46,least_to_most,397,190,587,4
47,least_to_most,459,484,943,4
48,least_to_most,438,211,649,4
49,least_to_most,391,358,749,4
50,least_to_most,416,291,707,4
51,least_to_most,397,123,520,5
52,least_to_most,389,213,602,5
53,least_to_most,405,152,557,5
54,least_to_most,482,434,916,5
55,least_to_most,397,321,718,5
56,least_to_most,436,198,634,5
57,least_to_most,422,319,741,5
58,least_to_most,392,296,688,5
59,least_to_most,390,212,602,5
60,least_to_most,493,333,826,5
61,least_to_most,460,223,683,6
