task_id,method,input_tokens,output_tokens,total_tokens,batch_index
1,cot,530,496,1026,0
2,cot,352,485,837,0
3,cot,367,349,716,0
4,cot,358,458,816,0
5,cot,452,312,764,0
6,cot,379,598,977,0
7,cot,344,484,828,0
8,cot,344,350,694,0
9,cot,381,693,1074,0
10,cot,345,329,674,0
11,cot,424,344,768,1
12,cot,331,510,841,1
13,cot,358,464,822,1
14,cot,335,395,730,1
15,cot,342,499,841,1
16,cot,386,630,1016,1
17,cot,331,352,683,1
18,cot,610,448,1058,1
19,cot,351,535,886,1
20,cot,417,293,710,1
21,cot,363,457,820,2
22,cot,402,629,1031,2
23,cot,377,678,1055,2
24,cot,403,590,993,2
25,cot,379,452,831,2
26,cot,366,431,797,2
27,cot,348,409,757,2
28,cot,395,417,812,2
29,cot,415,485,900,2
30,cot,449,464,913,2
31,cot,494,481,975,3
32,cot,444,1024,1468,3
33,cot,396,909,1305,3
34,cot,440,611,1051,3
35,cot,331,334,665,3
36,cot,383,1024,1407,3
37,cot,383,487,870,3
38,cot,382,412,794,3
39,cot,540,678,1218,3
40,cot,352,508,860,3
41,cot,354,386,740,4
42,cot,339,437,776,4
43,cot,370,966,1336,4
44,cot,366,370,736,4
45,cot,424,557,981,4
46,cot,345,436,781,4
47,cot,414,398,812,4
48,cot,391,384,775,4
49,cot,337,279,616,4
50,cot,376,444,820,4
51,cot,347,260,607,5
52,cot,337,359,696,5
53,cot,353,438,791,5
54,cot,456,597,1053,5
55,cot,349,355,704,5
56,cot,390,345,735,5
57,cot,377,487,864,5
58,cot,333,319,652,5
59,cot,333,411,744,5
60,cot,475,396,871,5
61,cot,414,483,897,6
62,cot,322,328,650,6
63,cot,354,413,767,6
64,cot,376,359,735,6
65,cot,388,453,841,6
66,cot,354,299,653,6
67,cot,438,274,712,6
68,cot,383,494,877,6
69,cot,486,428,914,6
70,cot,410,421,831,6
71,cot,465,472,937,7
72,cot,340,295,635,7
73,cot,336,452,788,7
74,cot,530,374,904,7
75,cot,356,553,909,7
76,cot,389,344,733,7
77,cot,329,558,887,7
78,cot,403,504,907,7
79,cot,360,346,706,7
80,cot,347,471,818,7
81,cot,381,461,842,8
82,cot,342,266,608,8
83,cot,415,415,830,8
84,cot,358,277,635,8
85,cot,343,199,542,8
86,cot,341,292,633,8
87,cot,366,534,900,8
88,cot,343,475,818,8
89,cot,324,307,631,8
90,cot,356,565,921,8
91,cot,344,385,729,9
92,cot,380,382,762,9
93,cot,367,382,749,9
94,cot,355,313,668,9
95,cot,344,306,650,9
96,cot,349,910,1259,9
97,cot,403,398,801,9
98,cot,349,346,695,9
99,cot,335,1024,1359,9
100,cot,380,558,938,9
101,cot,394,513,907,10
102,cot,355,708,1063,10
103,cot,410,363,773,10
104,cot,353,716,1069,10
105,cot,319,272,591,10
106,cot,348,558,906,10
107,cot,453,651,1104,10
108,cot,395,704,1099,10
109,cot,365,378,743,10
110,cot,414,500,914,10
111,cot,352,401,753,11
112,cot,332,310,642,11
113,cot,436,447,883,11
114,cot,358,395,753,11
115,cot,338,334,672,11
116,cot,344,534,878,11
117,cot,406,560,966,11
118,cot,343,371,714,11
119,cot,350,335,685,11
120,cot,353,450,803,11
121,cot,414,623,1037,12
122,cot,480,299,779,12
123,cot,509,269,778,12
124,cot,351,495,846,12
125,cot,422,374,796,12
126,cot,365,457,822,12
127,cot,390,504,894,12
128,cot,368,461,829,12
129,cot,509,552,1061,12
130,cot,383,362,745,12
131,cot,440,668,1108,13
132,cot,339,298,637,13
133,cot,364,397,761,13
134,cot,400,590,990,13
135,cot,333,352,685,13
136,cot,500,328,828,13
137,cot,381,420,801,13
138,cot,374,1024,1398,13
139,cot,343,415,758,13
140,cot,379,349,728,13
141,cot,434,480,914,14
142,cot,360,390,750,14
143,cot,347,419,766,14
144,cot,374,349,723,14
145,cot,406,471,877,14
146,cot,352,569,921,14
147,cot,446,499,945,14
148,cot,464,620,1084,14
149,cot,475,860,1335,14
150,cot,378,431,809,14
151,cot,370,357,727,15
152,cot,505,608,1113,15
153,cot,364,397,761,15
154,cot,339,301,640,15
155,cot,406,1024,1430,15
156,cot,354,414,768,15
157,cot,348,486,834,15
158,cot,401,719,1120,15
159,cot,553,500,1053,15
160,cot,407,345,752,15
161,cot,343,591,934,16
162,cot,348,286,634,16
163,cot,355,386,741,16
164,cot,421,393,814,16
165,cot,398,356,754,16
166,cot,393,414,807,16
167,cot,392,1024,1416,16
168,cot,344,287,631,16
169,cot,393,341,734,16
170,cot,419,495,914,16
171,cot,340,313,653,17
172,cot,385,329,714,17
173,cot,346,499,845,17
174,cot,353,316,669,17
175,cot,421,447,868,17
176,cot,342,390,732,17
177,cot,346,258,604,17
178,cot,366,374,740,17
179,cot,497,655,1152,17
180,cot,393,689,1082,17
181,cot,495,347,842,18
182,cot,435,480,915,18
183,cot,391,438,829,18
184,cot,344,434,778,18
185,cot,368,354,722,18
186,cot,365,380,745,18
187,cot,441,552,993,18
188,cot,389,310,699,18
190,cot,364,664,1028,18
191,cot,372,327,699,19
192,cot,384,317,701,19
193,cot,339,332,671,19
194,cot,424,325,749,19
195,cot,415,363,778,19
196,cot,350,403,753,19
197,cot,371,488,859,19
198,cot,379,410,789,19
199,cot,388,1024,1412,19
